calling,planName,custCode,userType,openDate,isRealname,sellProduct
f05774a5acee9fd8586c71226f5fdbc3,201407乐享4G201407-副卡-后,202121216776,公众,20170310000000,1,CDMA后付费
61105ec2069325e983452cd0c0e8685d,2011天翼易通卡5元套餐,202142115790,公众,20150630000000,1,CDMA预付费
afac21e80636e6a27cfe90014b6b0b2e,基础销售品-CDMA后付费,202126623500,公众,20130512000000,1,CDMA后付费
fbff4b5d01d2b5d17cd26f4c5014842c,201505-飞Young 4G聊天版（非定制版）/19元,202142521106,公众,20151011000000,1,CDMA预付费
ab21c08ec75df9a1167d4a322f9b269b,201407乐享4G201407-副卡-后,202111152672,政企,20151027000000,1,CDMA后付费
eb96c27dce27d16d58c0c9485df271b8,201509-4G易通卡5元,202143446371,公众,20160615000000,1,CDMA预付费
a61a7cafd774621d6d66fd0bd031f83a,201505-飞Young 4G聊天版（非定制版）/19元,202143763295,公众,20160819000000,1,CDMA预付费
91cc94f28f068177b1519952319f64ec,201509-4G易通卡5元,202142703655,公众,20151205000000,1,CDMA预付费
c55ae4643be3703e4a709e4ba3279d88,基础销售品-CDMA后付费,202120980651,公众,20110926000000,1,CDMA后付费
6dd7d10ef8295879230f001285cc7b66,2011天翼易通卡5元套餐,202142143028,公众,20150630000000,1,CDMA预付费
e8f443023e8cad85f8a3daf3b027f789,201603本地大流量4G上网一年卡600元（44+4）GB-净值,202125335186,公众,20161213000000,1,C+W（E+W）预付费
e9f31047cfe75a5c5ebc35cb9abfaddd,2011天翼易通卡5元套餐,202142102170,公众,20150630000000,1,CDMA预付费
1d9008ab235494bd818429c3d296a497,201505-飞Young 4G聊天版（非定制版）/19元,202143278023,公众,20160427000000,1,CDMA预付费
4789d27bc8137aa4611f8b7a05af621e,2011天翼易通卡5元套餐,202141674866,公众,20151203000000,1,CDMA预付费
17fbb9bcb9df4e0105ccddaf68d07066,2011天翼易通卡5元套餐,202141674909,公众,20151203000000,1,CDMA预付费
3d6ed970f027b6d5df5d816ade7e3b0b,201509-4G易通卡5元,202142704365,公众,20151205000000,1,CDMA预付费
58aba42642850fd2b66e1b954b86afd5,201407乐享4G201407 59元-主套餐,202135928896,公众,20111014000000,1,CDMA预付费
ff5f243c989e4edda7c71b31171b8f0,2010天翼总机服务移动分机189本长漫套餐，189元/月（政企）,202113769252,政企,20141219000000,1,CDMA后付费
67000c3868a9d43d5b0cf85a0b85515e,天翼大众套餐月租0元初始包,202130558405,公众,20090521000000,0,CDMA准实时预付费
741ba7d497655d3bb365eddc979107a0,基础销售品-CDMA后付费,202122158752,公众,20110924000000,1,CDMA后付费
d53372413f110cb0ffc4732fa1fdd912,201603本地大流量4G上网一年卡600元（44+4）GB-净值,202114193928,政企,20161028000000,1,C+W（E+W）预付费
f8e3405b9f711076689c8847b0211b48,2011天翼易通卡5元套餐,202142214297,公众,20151207000000,1,CDMA预付费
d52040eb71ef00ab50eb43c965921f8f,2011天翼易通卡5元套餐,202142214158,公众,20151207000000,1,CDMA预付费
2c08420c9fd09e73a5b49ed2a238b05f,2011天翼易通卡5元套餐,202143243479,公众,20160420000000,1,CDMA预付费
b113ca41e153fe290fe77e6d50466ed1,201509-4G易通卡5元,202143443666,公众,20160614000000,0,CDMA预付费
4be7292c7e735b86d5df02590be651a9,201505-飞Young 4G聊天版（非定制版）/19元,202143893132,公众,20160908000000,1,CDMA预付费
8f61dc34a54a7b3eb18b3bcba0c8bf98,201609-乐享家201609 299元套餐,202114313842,政企,20161115000000,1,CDMA后付费
830f7bad60a3df63646a07674cce46ac,2011天翼易通卡5元套餐,202142143180,公众,20150630000000,1,CDMA预付费
fc247f854ee326e84d3c5c52fe7905f2,2011天翼易通卡5元套餐,202142101552,公众,20150630000000,1,CDMA预付费
e8f97e912dd87f9110b8ec6068f37247,2010年物流综合配货套餐，89元/月（政企）,202111905920,政企,20110921000000,0,CDMA后付费
a5a119dd32e6dcc2d87ff0453058cd2b,201505-飞Young 4G聊天版（非定制版）/19元,202141473027,公众,20161112000000,1,CDMA预付费
60bde335d67b9b5edef1db3e76930107,2011天翼易通卡5元套餐,202142207080,公众,20151203000000,1,CDMA预付费
13e3bb9b32200aea5aacaf01c0645a5c,201505-飞Young 4G聊天版（非定制版）/19元,202143231096,公众,20160416000000,1,CDMA预付费
c486b0534995933e463688f23dd2179,201601PTT预付费套餐，150元/年（政企、预）,202110009939,政企,20161123000000,1,C+W（E+W）预付费
2010378c220f0d6bb6d33c1b75e8c7a5,201509-4G易通卡5元,202143447572,公众,20160614000000,1,CDMA预付费
92a2488d0a82b46744994bbeeb8aa1ba,201509-4G易通卡5元,202114467131,政企,20161104000000,1,CDMA预付费
d19c3bed4e819762849745c64fe5ce82,201505-飞Young 4G聊天版（非定制版）/19元,202143078658,公众,20160807000000,1,CDMA预付费
2b0436ae3b7fba12c28cfbb2ee8f29db,2011无线宽带短期流量套餐300元，3个月（准预）,202130558405,公众,20121225000000,0,C+W（E+W）准实时预付费
32f2593b23e13fd79fc77a5e135461db,201407乐享4G201407-副卡-后,202114255393,政企,20160401000000,1,CDMA后付费
f2ce8c7c9fd10fb2f7c3dab78101ee92,201303积木套餐语音，19元/月（准预，预-白卡，准预-预开通）,202135104421,公众,20090626000000,1,CDMA准实时预付费
95da25a42af71e31edb649d7be759484,201505-飞Young 4G聊天版（非定制版）/19元,202144392200,公众,20161125000000,1,CDMA预付费
ef23b3ef45fce46e0d7d21fa2565ad5b,201509-4G易通卡5元,202143471639,公众,20160619000000,1,CDMA预付费
435a3bc0c653c402b05e1e49e61cbf5e,201505-飞Young 4G聊天版（非定制版）/19元,202144270814,公众,20161107000000,1,CDMA预付费
bde396a8bf8e0501b336275f5d0a50a,201509-4G易通卡5元,202136877262,公众,20160310000000,1,CDMA预付费
26e0ab20799d0d5d2dee7fcfd1a01458,2011天翼易通卡5元套餐,202139128051,公众,20141126000000,0,CDMA预付费
9e94f3bf7cc391020791e3dc8a885508,201505-飞Young 4G聊天版（非定制版）/19元,202143085934,公众,20160810000000,1,CDMA预付费
8daf76eb6016fad29a0eaff9398f42e9,201601PTT预付费套餐，150元/年（政企、预）,202110009939,政企,20161124000000,1,C+W（E+W）预付费
ff336d1b3ed1f21ebe2c721e385c50a3,201609-飞Young 4G畅聊版/19元,202144368881,公众,20170408000000,1,CDMA预付费
cebd40f4bd55c6ad9c8866395b8dc5c7,201609-飞Young 4G畅聊版/19元,202144768028,公众,20170313000000,1,CDMA预付费
fcb35cbcca215c63a2a2337ad3d53f44,201509-4G易通卡5元,202142708264,公众,20151206000000,1,CDMA预付费
d51519a4e2291ef375d6d1e0c4b473ea,201505-飞Young 4G聊天版（非定制版）/19元,202130558405,公众,\N,0,CDMA预付费
f2bf20e91673b8765292726dbe0c62b,201505-飞Young 4G聊天版（非定制版）/19元,202143325594,公众,20160510000000,1,CDMA预付费
4caef2a318ed7fe70751a46b51b90850,201609-飞Young 4G畅聊版/19元,202144704310,公众,20170221000000,1,CDMA预付费
21f4913a82662d4c2ec49313b4105d1b,201509-4G易通卡5元,202114468568,政企,20161105000000,1,CDMA预付费
187824b50ce26ffbf676b290214fadf4,201509-4G易通卡5元,202114468599,政企,20161105000000,1,CDMA预付费
e9a59ba6acc65f2a6dcfe2fae3ea82ed,201509-4G易通卡5元,202114468437,政企,20161105000000,1,CDMA预付费
24f096cc46410397d4b42994055ae9da,201303积木套餐语音，19元/月（准预，预-白卡，准预-预开通）,202137334355,公众,20090624000000,1,CDMA准实时预付费
15ba024a92159375d230a29e3aa9319b,201509-4G易通卡5元,202142708266,公众,20151206000000,1,CDMA预付费
376a74dd4ce787fef945d14a1d81a402,201509-4G易通卡5元,202143683002,公众,20160802000000,1,CDMA预付费
86dbd7cd33a557ff96230963d02153e4,201601PTT预付费套餐，150元/年（政企、预）,202114511016,政企,20161124000000,1,C+W（E+W）预付费
82b181b7665afc3a5fe19c2a9846de13,2011天翼易通卡5元套餐,202142536766,公众,20151016000000,1,CDMA预付费
b8cfc08bb8fbeed885988cdcd7398e8f,2011天翼易通卡5元套餐,202142538801,公众,20151017000000,1,CDMA预付费
d7e471ee3513ca0f89f6864cc130f703,2011天翼易通卡5元套餐,202142538781,公众,20151017000000,1,CDMA预付费
d6979f129b37181a5c04873e551bfbb,201509-4G易通卡5元,202143632922,公众,20160721000000,1,CDMA预付费
1db048a1760794c5760c5945ffca0f33,2011天翼易通卡5元套餐,202142064484,公众,20160410000000,1,CDMA预付费
5e5701f2683db1b5c3e121c0ce4ebfe4,2011天翼易通卡5元套餐,202142203674,公众,20151203000000,1,CDMA预付费
c8eea47aae05da904213b36ff76afe6d,2011天翼易通卡5元套餐,202142203821,公众,20151203000000,1,CDMA预付费
b58c0b97b72200de002d9917d77f7a68,2011天翼易通卡5元套餐,202142146246,公众,20151203000000,1,CDMA预付费
415f41099bc7a682c6aea375cf20e4e,2011天翼易通卡5元套餐,202143243658,公众,20160420000000,1,CDMA预付费
6ac5005a16b620e8ddf8c49531c7a82f,2011天翼易通卡5元套餐,202142203294,公众,20151124000000,1,CDMA预付费
3b853ba2ee37b0e18f9016794ecd80a1,201505-飞Young 4G聊天版（非定制版）/19元,202143798420,公众,20160826000000,1,CDMA预付费
9a0537bf58a8b9937b80f48284c91edd,2011天翼易通卡5元套餐,202142203362,公众,20151124000000,1,CDMA预付费
7625adb442706baee61596e30cab4870,2011天翼易通卡5元套餐,202142203442,公众,20151124000000,1,CDMA预付费
96fb1060cb78818ab3fe0b854e3b5389,201509-4G易通卡5元,202144378146,公众,20161125000000,1,CDMA预付费
97cd569a752a588ee00e2059302c5bb3,2011天翼易通卡5元套餐,202142207090,公众,20151124000000,1,CDMA预付费
4277e7d8f9bab70cf27239da6c0257fa,2011天翼易通卡5元套餐,202142145468,公众,20160406000000,1,CDMA预付费
767acf34d4c5e73115c37fc26ce3f688,2011天翼易通卡5元套餐,202142145531,公众,20160406000000,1,CDMA预付费
32b6ec52c04e82a4aa531ada55721ba1,2011天翼易通卡5元套餐,202142203803,公众,20151203000000,1,CDMA预付费
16a8186fa4cae9a808e268b04ebc2aa7,2011天翼易通卡5元套餐,202142203940,公众,20151203000000,1,CDMA预付费
ba11f3a3a844d742779753cb7288d522,2011天翼易通卡5元套餐,202142203930,公众,20151203000000,1,CDMA预付费
5e2a5c1ad4d4ebb2dc10b05222a4fd0e,201505-飞Young 4G聊天版（非定制版）/19元,202144040575,公众,20161002000000,1,CDMA预付费
5a0e837ef3b7ce4b9e6b9d1356739569,201505-飞Young 4G聊天版（非定制版）/19元,202143795974,公众,20160826000000,1,CDMA预付费
6e4917d25c2ded11782a24df60296d46,2011天翼易通卡5元套餐,202142132650,公众,20160317000000,1,CDMA预付费
412b6129650f6fa73daf2f78e4a564d2,2011天翼易通卡5元套餐,202142091735,公众,20160317000000,1,CDMA预付费
816100e7f85b9a54bb186339b2b3db64,2011天翼易通卡5元套餐,202142132087,公众,20160406000000,1,CDMA预付费
fb463d662e431b3da9f1d7d5aab34a49,2011天翼易通卡5元套餐,202142128848,公众,20160406000000,1,CDMA预付费
aa098fff65cd9df154c760474ac83d7e,2011天翼易通卡5元套餐,202142128856,公众,20160406000000,1,CDMA预付费
2aa824a4c9337e38f4ec58ef58d5ee6b,2011天翼易通卡5元套餐,202142145433,公众,20160406000000,1,CDMA预付费
2333877522353c50454e24760e5dce8a,201509-4G易通卡5元,202136090397,公众,20160317000000,1,CDMA预付费
17171fada93a8e13024a033c99dd2fb2,201505-飞Young 4G聊天版（非定制版）/19元,202143965795,公众,20160919000000,1,CDMA预付费
222de52bebb2d97b7cb9985b582bd732,201505-飞Young 4G聊天版（非定制版）/19元,202142784594,公众,20160909000000,1,CDMA预付费
f504f082c2ed8c2d110bcf404956de1f,201509-4G易通卡5元,202114469507,政企,20161106000000,1,CDMA预付费
65490f147a4d94b9614c610552adebac,2011天翼易通卡5元套餐,202142205891,公众,20151203000000,1,CDMA预付费
f993545b752cb421cdc106026ec1878a,201501天翼易通卡5元套餐,202143165050,公众,20160329000000,1,CDMA预付费
e4f78e6abc8ed8a6b239c3d9a9f243a1,201501天翼易通卡5元套餐,202143165339,公众,20160329000000,1,CDMA预付费
32a597a0ac643437dea08aa52965cd0b,201509-4G易通卡5元,202114469419,政企,20161106000000,1,CDMA预付费
d0c18768f3a8009ac23207695068a893,201407乐享4G201407 59元-主套餐,202131679914,公众,20130326000000,1,CDMA预付费
142509ec683543389477ee83d85aca3e,201505-飞Young 4G聊天版（非定制版）/19元,202144496715,公众,20161214000000,1,CDMA预付费
8d197883906bcfb25a030ec4f0faae22,201505-飞Young 4G聊天版（非定制版）/19元,202144717760,公众,20170225000000,1,CDMA预付费
4a695efb786c187c7b18d6de2d524be5,201505-飞Young 4G聊天版（非定制版）/19元,202144709156,公众,20170222000000,1,CDMA预付费
98ab1f811ffb83b4a4ec6c29113e784c,2011无线宽带短期流量套餐300元，3个月（准预）,202138862601,公众,20140806000000,0,C+W（E+W）准实时预付费
74d1657aa4fa818f36e70f683cd28f36,201509-4G易通卡5元,202135288649,公众,20160316000000,1,CDMA预付费
c7599f93a11b44f08b0b206a3b5bdd,2011天翼易通卡5元套餐,202142145964,公众,20160406000000,1,CDMA预付费
5c282a50ca2515ad22da97c2ae0a7cf3,201609-飞Young 4G畅聊版/19元,202138880109,公众,20170227000000,1,CDMA预付费
d4e939af2e1f19e63350a5aaa58b5c58,基础销售品-CDMA后付费,202113151484,政企,20111011000000,1,CDMA后付费
8953c015c4c5618f3fff76b09dac6ca3,201609-飞Young 4G畅聊版/19元,202144795528,公众,20170403000000,1,CDMA预付费
27670e57552c762e4f66c0ce6eca121e,2010年商务领航通信版“旺铺通A套餐”-基础包I（CDMA+固定电话）69元/月,202113150069,政企,20111009000000,0,CDMA后付费
f5d842935d928f1ba0ad9bc37105e025,基础销售品-CDMA后付费,202110180439,政企,20111004000000,0,CDMA后付费
aa73dec67b6144e857b94a376fa7578f,基础销售品-CDMA后付费,202110655892,政企,20111012000000,0,CDMA后付费
5a4dda3c1f038a439dfad68c75c0dca0,2011天翼易通卡5元套餐,202142095058,公众,20160406000000,1,CDMA预付费
d9530179eda9d99fca055477ab919f0a,201509-4G易通卡5元,202143446125,公众,20160615000000,1,CDMA预付费
4b4cd1cfd9b4c31e2e01a52189a054f1,2011我的e家3G-e9套餐199元/月，固话+市区 20M，2年,202135625126,公众,20111024000000,1,CDMA后付费
6c3c2f6ae6efb0417e6f38117b7bc077,2016宝山容米个性化无线公话长市版（共享版）60元/月（政企、后）,202113769252,政企,20141219000000,1,CDMA后付费
d0822bd35ff9bca2836bfbbb8c36223f,2016宝山容米个性化无线公话长市版（共享版）60元/月（政企、后）,202113769252,政企,20141219000000,1,CDMA后付费
87950521de152af905e555fe7dbf4aa4,2011我的e家畅聊升级版套餐29元/月（固话）,202125878958,公众,20111011000000,1,CDMA后付费
1a52869259d8f2c5e3fe2b0f05e555e9,基础销售品-CDMA后付费,202123298419,公众,20111008000000,1,CDMA后付费
1b44bae3bee4d4fb2dbab1d7f015b891,2016宝山容米个性化无线公话长市版（共享版）60元/月（政企、后）,202113769252,政企,20141219000000,1,CDMA后付费
3f44acb3d4349ee1b29d19be609be3e7,2016宝山容米个性化无线公话长市版（共享版）60元/月（政企、后）,202113769252,政企,20141219000000,1,CDMA后付费
2649d71be4ec00da167184fbac75917c,201609-乐享家201609 299元套餐,202114313842,政企,20161116000000,1,CDMA后付费
